0.0000000000	 0.5000000000
0.1000000000	 0.6574143750
0.2000000000	 0.8292982760
0.3000000000	 1.0150700584
0.4000000000	 1.2140869057
0.5000000000	 1.4256383956
0.6000000000	 1.6489393904
0.7000000000	 1.8831221786
0.8000000000	 2.1272277907
0.9000000000	 2.3801964018
1.0000000000	 2.6408567242
1.1000000000	 2.9079142849
1.2000000000	 3.1799384702
1.3000000000	 3.4553482074
1.4000000000	 3.7323961411
1.5000000000	 4.0091511453
1.6000000000	 4.2834789955
1.7000000000	 4.5530210094
1.8000000000	 4.8151704398
1.9000000000	 5.0670463859
2.0000000000	 5.3054649602
